TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,306026,306026_5,PA,Cape Byron,Cape Byron,Marine Park,Marine Park,National,VI,Not Applicable,Marine,118.9483718872,118.631181128421,118.9483718872,118.948385053283,None,0,Designated,2002,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-NSW_DPIRD,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,900878,900878,PA,Purnululu National Park,Parc national de Purnululu,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,2397.23,2434.85546486301,Not Applicable,0,Inscribed,2003,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555613630,555613630,PA,"Wetlands Reserve Program (WRP), Moniteau, MO","Wetlands Reserve Program (WRP), Moniteau, MO",Reserve Program,Reserve Program,National,V,Not Applicable,Terrestrial,0,0,0.9993185727,0.999328152130107,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Applicable,Individual landowners,Not Applicable,Natural Resources Conservation Service,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555577555,555577555,PA,Okavango Delta,Delta de l'Okavango,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,0,20235.9,20443.4935950753,Not Applicable,0,Inscribed,2014,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BWA,BWA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,2160,2160,PA,H.J. Andrews Experimental Forest,H.J. Andrews Experimental Forest,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,64,,Not Applicable,0,Designated,1976,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555512005,555512005,PA,China Danxia,Danxia de Chine,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,821.51,835.059081769806,Not Applicable,0,Inscribed,2010,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,24745,24745,PA,Lower Glenelg,Lower Glenelg,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,264.5114440918,264.51154802572,Not Applicable,0,Designated,1989,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-VIC_DEECA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67733,67733,PA,Huanglong Scenic and Historic Interest Area,Région d'intérêt panoramique et historique de Huanglong,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii),Terrestrial,0,0,600,448.644785437063,Not Applicable,0,Inscribed,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555548151,555548151_3,PA,Southern Kangaroo Island,Southern Kangaroo Island,Marine Park,Marine Park,National,IV,Not Applicable,Marine,592.0591430664,591.320671138139,592.0591430664,592.058984164126,Part,0,Designated,2009,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-SA_DEW,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555839978,555839978,PA,The Flow Country,The Flow Country,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix),Terrestrial,0,0,1870.26,1870.98366440101,Not Applicable,0,Inscribed,2024,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GBR,GBR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,220031,220031,PA,Golden Gate,Golden Gate,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,2120.22,,Not Applicable,0,Designated,1988,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,7211,7211,PA,Minalungao National Park,Minalungao National Park,National Park,National Park,National,Not Assigned,Not Applicable,Terrestrial,0,0,20.18,20.179949304976,Not Applicable,0,Designated,1967,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Protected Area Management Board,https://drive.google.com/drive/folders/1Zj-_7BgIf4qNY67JhH5fHDzxu_PvjwoC?usp=sharing,State Verified,1841,PHL,PHL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555512006,555512006,PA,"Pitons, cirques and remparts of Reunion Island","Pitons, cirques et remparts de l’ile de la Réunion",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0.107970623208906,1058.38,1060.0246011034,Not Applicable,0,Inscribed,2010,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,FRA,REU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555697866,555697866,PA,Pimachiowin Aki,Pimachiowin Aki,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(ix);(vi),Terrestrial,0,0,29040,29007.8003818514,Not Applicable,0,Inscribed,2018,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555759264,555759264_2,PA,Christmas Island,Christmas Island,Australian Marine Park,Australian Marine Park,National,II,Not Applicable,Marine,273186.3125,273186.315698966,273186.3125,273186.315763938,All ,273186.3125,Designated,2022,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-DCCEEW,Not Reported,State Verified,1804,AUS,CXR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,900880,900880,PA,Uvs Nuur Basin,Bassin d’Ubs Nuur,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,8980.635,12548.0396267665,Not Applicable,0,Inscribed,2003,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,MNG;RUS,MNG;RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555547992,555547992,PA,Rock Islands Southern Lagoon,Lagon sud des îles Chelbacheb,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(ix);(v);(vii);(x),Marine,0,952.722306888253,1002,1004.51347636366,Not Reported,0,Inscribed,2012,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,PLW,PLW,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,93291,93291,PA,Carlsbad Caverns National Park,Parc national des grottes de Carlsbad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,189.26,192.041890200905,Not Applicable,0,Inscribed,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555783997,555783997,PA,'Uruq Bani Ma'arid,'Uruq Bani Ma'arid,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,0,12765,12679.1112741875,Not Applicable,0,Inscribed,2023,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,SAU,SAU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,762,762,PA,Lake Nakuru,Lake Nakuru,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,188,190.35758186164,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2577,2577,PA,Mammoth Cave National Park,Parc national de Mammoth Cave,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii);(x),Terrestrial,0,0,211.91,207.79908277499,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198300,198300,PA,Laurisilva of Madeira,Forêt Laurifière de Madère,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0.099019110566244,150,150.439712075785,Not Applicable,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,PRT,PRT,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,26649,26649,PA,Tongariro National Park,Parc national de Tongariro,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vi);(vii);(viii),Terrestrial,0,0,795.96,792.811824744662,Not Applicable,0,Inscribed,1990,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,NZL,NZL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2011,2011,PA,Grand Canyon National Park,Parc national du Grand Canyon,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,4932.7,4887.14100080844,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10906,10906,PA,Salonga National Park,Parc national de la Salonga,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,0,36000,35086.1791495569,Not Applicable,0,Inscribed,1984,Not Reported,Not Applicable,State,Not Applicable,Institut Congolais pour la Conservation de la Nature (ICCN),Not Reported,State Verified,946,COD,COD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,18862,18862,PA,Meteora,Météores,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(ii);(iv);(v);(vii),Terrestrial,0,0,2.7187,2.71786391307161,Not Applicable,0,Inscribed,1988,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GRC,GRC,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555587006,555587006,PA,Sitka National Historical Park,Sitka National Historical Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Coastal,0,0.139542210792733,0.4706144674,0.470612938499728,None,0,Designated,1910,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Park Service,Non-MPA Programmatic Habitat Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900631,900631,PA,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,Îles atlantiques brésiliennes : les Réserves de Fernando de Noronha et de l'atol das Rocas,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Marine,0,130.4182522566,432.7,140.498038273578,Not Reported,0,Inscribed,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BRA,BRA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,902482,902482,PA,Shiretoko,知床,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Coastal,224,224.419474360574,711,710.397478550508,Not Reported,0,Inscribed,2005,Not Reported,Not Applicable,Individual landowners,Not Applicable,Ministry of the Environment,Not Reported,State Verified,946,JPN,JPN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,17757,17757,PA,Wet Tropics of Queensland,Tropiques humides de Queensland,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,20.9768132615522,8934.53,8931.38868447162,Not Applicable,0,Inscribed,1988,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220294,220294,PA,Greater Blue Mountains Area,Région des montagnes Bleues,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,10326.49,10337.2421831855,Not Applicable,0,Inscribed,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,901249,901249,PA,Mount Elgon,Mount Elgon,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,2088.21,,Not Applicable,0,Designated,2003,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61608,61608,PA,Rwenzori Mountains National Park,Monts Rwenzori,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0,996,994.444013650746,Not Applicable,0,Inscribed,1994,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,UGA,UGA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198297,198297,PA,Desembarco del Granma National Park,Parc national Desembarco del Granma,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Coastal,0,62.7319605590744,325.76,324.785009188466,Not Reported,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CUB,CUB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903136,903136,PA,Mount Sanqingshan National Park,Parc national du mont Sanqingshan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii),Terrestrial,0,0,229.5,232.406228921537,Not Applicable,0,Inscribed,2008,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,75512,75512,PA,Sachuest Point National Wildlife Refuge,Sachuest Point National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Terrestrial,0,0.002466534653328,0.9859300832,0.985928319868294,None,0,Designated,1970,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,3040,3040,PA,Pietrosul Mare Nature Reserve,Pietrosul Mare Nature Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,440,,Not Applicable,0,Designated,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,ROU,ROU,Not Applicable,Not Applicable,Not Reported,Not Applicable
